ph,ph_s,wt,wt_s,ec,ec_s,status
5.74,0,30.6,1,9.03,1,11
1.88,2,22.75,1,0.22,2,212
4.87,2,13.07,2,2.01,0,220
9.91,1,14.62,2,1.94,0,120
5.81,0,3.14,2,9.68,1,21
6.87,1,26.5,1,1.64,0,110
6.75,1,27,1,2.01,0,110
6.79,1,26.5,1,1.64,0,110
6.79,1,26.5,1,1.64,0,110
6.93,1,4.83,2,0.43,2,122
2.67,2,97.91,1,0.46,2,212
5.78,0,17.67,2,0.07,2,22
5.81,0,19.01,0,0.83,2,2
1.7,2,20.64,0,0.54,2,202
6.8,1,26.5,1,1.72,0,110
5.56,0,16.32,2,1.72,0,20
1.84,2,19.3,0,1.4,0,200
5.13,2,10.92,2,2.06,0,220
10.65,1,4.07,2,1.26,0,120
6.8,1,26.5,1,1.64,0,110
7.22,1,15.49,2,0.91,2,122
6.02,0,84.3,1,4.66,1,11
6.74,1,27,1,1.91,0,110
6.77,1,26.5,1,2.02,0,110
1.89,2,24.92,1,0.03,2,212
0.74,2,7.39,2,1.68,0,220
7.66,1,1.48,2,1.34,0,120
6.15,0,18,0,1.4,0,0
5.85,0,95.37,1,1.09,2,12
12.15,1,17.32,2,1.43,0,120
6.81,1,27,1,1.7,0,110
9.63,1,19.51,0,0.15,2,102
5.03,2,40.56,1,4.19,1,211
5.51,0,21.17,0,0.64,2,2
6.1,0,5.08,2,1.91,0,20
6.8,1,26.5,1,1.99,0,110
9.98,1,85.55,1,0.33,2,112
6.72,1,27,1,1.83,0,110
5.68,0,35.65,1,3.32,1,11
5.9,0,3.58,2,1.21,0,20
1.11,2,78.05,1,1.24,0,210
6.22,1,79.68,1,0.5,2,112
6.72,1,27,1,1.95,0,110
6.06,0,20.03,0,4.48,1,1
6.81,1,26.5,1,1.64,0,110
3.88,2,0.47,2,1.91,0,220
6.79,1,26.5,1,1.73,0,110
6.86,1,26.5,1,1.63,0,110
6.78,1,26.5,1,1.73,0,110
5.87,0,82.73,1,0.56,2,12
1.77,2,5.87,2,3.37,1,221
4.42,2,6.19,2,1.49,0,220
2.79,2,18.86,0,0.27,2,202
6.73,1,27,1,2.01,0,110
1.33,2,21.83,0,0.35,2,202
7.21,1,90.67,1,0.11,2,112
6.79,1,27,1,1.89,0,110
8.98,1,98.19,1,4.7,1,111
0.65,2,4.95,2,1.36,0,220
9.95,1,80.92,1,0.57,2,112
5.7,0,1.66,2,7.13,1,21
7.74,1,89.47,1,9.85,1,111
6.79,1,26.5,1,1.72,0,110
1.52,2,13.72,2,1.51,0,220
5.85,0,19.24,0,5.2,1,1
6.79,1,26.5,1,1.64,0,110
6.83,1,27,1,1.63,0,110
8.84,1,19.16,0,1.41,0,100
6.74,1,27,1,2.03,0,110
6.78,1,26.5,1,1.63,0,110
12.01,1,8.92,2,1.16,2,122
6.71,1,27,1,1.97,0,110
6.78,1,26.5,1,1.71,0,110
11.81,1,28.95,1,5.53,1,111
7.3,1,19.69,0,0.2,2,102
3.8,2,18.91,0,2.41,0,200
6.84,1,27,1,1.63,0,110
5.64,0,13.91,2,6.8,1,21
3.11,2,18.99,0,1.81,0,200
5.55,0,23.1,1,4.71,1,11
2.57,2,39.15,1,0.96,2,212
5.92,0,19.49,0,3.82,1,1
5,2,70.89,1,0.09,2,212
6.69,1,27,1,1.98,0,110
0.42,2,70.05,1,2.44,0,210
6.89,1,5.48,2,0.06,2,122
2.87,2,50.72,1,1.84,0,210
1.67,2,68.32,1,0.11,2,212
5.68,0,20.86,0,0.99,2,2
3.06,2,44.28,1,1.47,0,210
6.81,1,26.5,1,1.63,0,110
6.83,1,27,1,1.62,0,110
11.01,1,15.47,2,3.11,1,121
6.06,0,15.9,2,7.43,1,21
8.88,1,17.93,2,0.7,2,122
5.85,0,4.98,2,6.11,1,21
10.85,1,21.23,0,4.67,1,101
2.5,2,33.2,1,3.66,1,211
6.13,0,68.59,1,5.96,1,11
6.11,0,67.27,1,0.44,2,12
5.69,0,21.41,0,0.48,2,2
9.24,1,20.92,0,2.42,0,100
10.36,1,30.83,1,0.16,2,112
3.03,2,19.95,0,0.59,2,202
5.78,0,6.62,2,4.16,1,21
2.75,2,18.21,0,0.77,2,202
6.78,1,27,1,2.04,0,110
5.78,0,24.19,1,1.39,0,10
7.24,1,18.67,0,3.13,1,101
4.82,2,19.08,0,1.27,0,200
6.78,1,26.5,1,1.63,0,110
1.84,2,20.69,0,4.58,1,201
6.77,1,26.5,1,1.73,0,110
10.12,1,5.58,2,6.46,1,121
6.83,1,27,1,1.62,0,110
6.81,1,26.5,1,1.72,0,110
9.52,1,19.8,0,4.71,1,101
3.58,2,89.79,1,7.35,1,211
6.04,0,55.59,1,5.47,1,11
13.23,1,18.63,0,5.18,1,101
4.47,2,85.47,1,0.43,2,212
4.91,2,52.6,1,0.09,2,212
6.72,1,27,1,1.98,0,110
6.79,1,26.5,1,1.72,0,110
6.77,1,26.5,1,1.72,0,110
11.88,1,21.1,0,5.69,1,101
1.81,2,73.38,1,1.91,0,210
12.67,1,25.41,1,5.2,1,111
10.55,1,8.01,2,2.19,0,120
6.75,1,26.5,1,1.73,0,110
6.04,0,58.17,1,1.8,0,10
1.46,2,18.99,0,2.5,0,200
13.43,1,7.54,2,5.09,1,121
4.32,2,21.2,0,7.96,1,201
13.64,1,21.14,0,2.49,0,100
6.7,1,27,1,1.98,0,110
6.81,1,27,1,1.7,0,110
10.25,1,20.95,0,1.84,0,100
6.64,1,27,1,1.99,0,110
7.3,1,97.94,1,9.4,1,111
0.75,2,1.67,2,9.83,1,221
12.38,1,81.15,1,8.66,1,111
5.47,2,19.4,0,8.05,1,201
6.78,1,26.5,1,2.05,0,110
5.58,0,19.84,0,7.07,1,1
5.61,0,21,0,1.25,0,0
1.58,2,6.42,2,5.8,1,221
3.92,2,89.12,1,1.36,0,210
6.77,1,26,1,1.63,0,110
6.8,1,26.5,1,1.63,0,110
7.39,1,17.86,2,7.17,1,121
0.31,2,6.3,2,7.87,1,221
2.54,2,57.58,1,4.04,1,211
5.65,0,21,0,2.11,0,0
0.89,2,13.33,2,0.11,2,222
8.62,1,19.56,0,1.5,0,100
5.63,0,6.96,2,8.69,1,21
13.46,1,9.36,2,0.07,2,122
4.79,2,19.39,0,1.24,0,200
12.82,1,6.4,2,1.68,0,120
10.88,1,18.37,0,0.89,2,102
5.56,0,66.64,1,2.06,0,10
4.65,2,9.28,2,8.64,1,221
7.77,1,81.37,1,7.15,1,111
3.86,2,3.97,2,1.75,0,220
5.95,0,20.86,0,3.48,1,1
6.75,1,27,1,1.87,0,110
8.6,1,13.84,2,0.82,2,122
5.62,0,15.22,2,6.02,1,21
4.34,2,9.13,2,1.51,0,220
4.33,2,9.63,2,1.87,0,220
11.21,1,73.05,1,1.01,2,112
2.75,2,3.94,2,5.26,1,221
0.3,2,21.02,0,2.15,0,200
9.77,1,1.27,2,2.08,0,120
9.55,1,20.49,0,1.85,0,100
6.09,0,8.1,2,5.05,1,21
5.01,2,35.68,1,3.78,1,211
6.85,1,26.5,1,1.63,0,110
6.8,1,27,1,1.7,0,110
6.04,0,58.22,1,2.09,0,10
5.66,0,16.11,2,1.61,0,20
5.64,0,13.33,2,0.24,2,22
12.65,1,20.86,0,0.01,2,102
9.11,1,69.85,1,0.68,2,112
6.79,1,26.5,1,1.95,0,110
0.22,2,12.21,2,0.08,2,222
1,2,29.96,1,7.56,1,211
5.75,0,58.75,1,6.29,1,11
6.79,1,27,1,1.91,0,110
11.16,1,10.48,2,5.89,1,121
0.04,2,19.19,0,0.48,2,202
5.95,0,28.18,1,0.97,2,12
2.76,2,90.05,1,5.27,1,211
12.82,1,11.24,2,0.09,2,122
5.71,0,30.31,1,0.38,2,12
5.91,0,70.67,1,0.3,2,12
6.76,1,26.5,1,1.71,0,110
6.82,1,27,1,1.62,0,110
6.78,1,26.5,1,1.71,0,110
13.63,1,19.64,0,1.59,0,100
3.09,2,24.11,1,8.94,1,211
6.75,1,26.5,1,1.98,0,110
4.44,2,3.86,2,1.33,0,220
1.44,2,14.28,2,0.19,2,222
2.2,2,9.04,2,2.48,0,220
1.46,2,19.86,0,1.02,2,202
5.99,0,95.49,1,1.17,2,12
5.01,2,20.27,0,1.76,0,200
10.24,1,19.69,0,6.58,1,101
0.72,2,19.36,0,2.28,0,200
6.72,1,27,1,1.77,0,110
5.97,0,63.67,1,1.85,0,10
5.98,0,18,0,1.49,0,0
6.08,0,12.95,2,3.28,1,21
11.06,1,20.06,0,4.57,1,101
6.79,1,27,1,1.9,0,110
4.97,2,4.28,2,2.6,1,221
9.87,1,61.91,1,5.81,1,111
5.83,0,13.82,2,4.4,1,21
5.76,0,14.5,2,4.42,1,21
6.81,1,26.5,1,1.63,0,110
1.29,2,21.76,0,2.24,0,200
9.16,1,3.73,2,0.5,2,122
6.72,1,26.5,1,2.04,0,110
6.85,1,26.5,1,1.64,0,110
11.13,1,97.25,1,3.68,1,111
6.05,0,22,0,1.32,0,0
10.02,1,18.59,0,0.41,2,102
6.81,1,26.5,1,1.56,0,110
5.89,0,16.07,2,1.54,0,20
10.05,1,75.15,1,0.59,2,112
5.79,0,17.14,2,9.65,1,21
8.36,1,17.44,2,5.76,1,121
9.98,1,15.55,2,1.01,2,122
11.24,1,9.74,2,2.26,0,120
6.72,1,27,1,1.72,0,110
6.18,0,19.93,0,0.01,2,2
6.77,1,26,1,1.64,0,110
5.69,0,25.31,1,4.89,1,11
5.36,2,0.5,2,0.41,2,222
5.86,0,14.89,2,0.15,2,22
8.83,1,3.28,2,0.25,2,122
3.97,2,96.14,1,1.98,0,210
4.56,2,0.92,2,0.27,2,222
9.46,1,5.35,2,1.01,2,122
6.79,1,27,1,1.9,0,110
9.51,1,7.86,2,6.58,1,121
6.1,0,21.72,0,4.31,1,1
2.65,2,86.32,1,0.19,2,212
6.77,1,26.5,1,2.05,0,110
8.15,1,80.92,1,4.81,1,111
5.72,0,21.86,0,4,1,1
6.71,1,27,1,2.01,0,110
9.38,1,21.09,0,4.98,1,101
6.83,1,26.5,1,1.64,0,110
5.83,0,19.61,0,0.5,2,2
5.85,0,22,0,1.8,0,0
6.78,1,26.5,1,2.03,0,110
0.18,2,43.14,1,1.94,0,210
5.94,0,19.11,0,6.57,1,1
1.97,2,45.49,1,3.22,1,211
2.26,2,21.1,0,0.52,2,202
4.4,2,9.49,2,0.55,2,222
3.67,2,41.29,1,2.01,0,210
11.81,1,25.28,1,7.4,1,111
6.16,0,5.05,2,1.23,0,20
5.32,2,53.06,1,1.11,2,212
8.14,1,4.78,2,2.5,0,120
6.79,1,26.5,1,1.63,0,110
6.76,1,27,1,2.04,0,110
12.95,1,11.58,2,0.36,2,122
5.74,0,5.69,2,0.57,2,22
5.43,2,20.61,0,3.07,1,201
7.09,1,21.59,0,1.67,0,100
6.18,0,21,0,1.24,0,0
5.94,0,19.55,0,0.67,2,2
3.08,2,84.43,1,1.14,2,212
12.41,1,4.79,2,1.86,0,120
5.95,0,18.73,0,3.36,1,1
5.8,0,1.6,2,2.62,1,21
5.57,0,19.66,0,7.55,1,1
13.48,1,0.64,2,0.7,2,122
5.72,0,19.42,0,0.63,2,2
3.39,2,72.34,1,2.29,0,210
5.84,0,19.07,0,5.84,1,1
5.81,0,48.42,1,9.93,1,11
0.45,2,11.16,2,1.28,0,220
13.46,1,19.72,0,8.8,1,101
6.83,1,26.5,1,1.63,0,110
2.45,2,19.15,0,1,2,202
3.3,2,2.09,2,1.4,0,220
5.67,0,60.62,1,0.77,2,12
6.77,1,26.5,1,1.99,0,110
5.67,0,4.61,2,1.58,0,20
6.46,1,16.27,2,1.42,0,120
6.83,1,26.5,1,1.63,0,110
6.12,0,31.7,1,0.55,2,12
10.07,1,19.99,0,2.39,0,100
6.78,1,26.5,1,1.63,0,110
13.95,1,3.09,2,0.69,2,122
3.98,2,42.97,1,1.25,0,210
5.67,0,20.98,0,0.4,2,2
6.73,1,27,1,1.96,0,110
6.64,1,27,1,1.99,0,110
0.44,2,60.78,1,7.81,1,211
2.32,2,21.39,0,6.64,1,201
12.03,1,15.41,2,0.01,2,122
6.81,1,26.5,1,1.64,0,110
6.75,1,26.5,1,1.63,0,110
10.93,1,18.58,0,2.18,0,100
2.2,2,2.86,2,1.91,0,220
6.74,1,27,1,1.72,0,110
12.16,1,17.82,2,1.25,0,120
5.77,0,53.13,1,4.79,1,11
5.89,0,14.44,2,0.34,2,22
6.76,1,27,1,1.87,0,110
6.17,0,16.64,2,1.42,0,20
5.62,0,12.42,2,0.51,2,22
6.98,1,18.78,0,1.76,0,100
6.81,1,26.5,1,1.64,0,110
6.8,1,26.5,1,1.63,0,110
1.28,2,2.6,2,2.49,0,220
5.52,0,17.3,2,7.84,1,21
2.23,2,19.79,0,1.54,0,200
11.35,1,21.7,0,8.88,1,101
11.88,1,19.2,0,1.84,0,100
0.35,2,14.05,2,1.08,2,222
12.98,1,20.86,0,9.1,1,101
5.53,0,17.78,2,1.91,0,20
6.8,1,26.5,1,1.72,0,110
3.3,2,7.52,2,0.48,2,222
6.77,1,26,1,1.63,0,110
6.82,1,26.5,1,1.64,0,110
5.94,0,8.48,2,2.96,1,21
6.76,1,26.5,1,1.62,0,110
9.62,1,74.77,1,0.24,2,112
6.83,1,26.5,1,1.6,0,110
3.7,2,67.21,1,2.19,0,210
4.07,2,75.7,1,0.56,2,212
6.09,0,3.24,2,0.32,2,22
5.92,0,20.37,0,0.67,2,2
13.98,1,83.11,1,5.27,1,111
5.5,0,18.35,0,4.7,1,1
12.2,1,12.41,2,2.24,0,120
8.68,1,13.85,2,2.27,0,120
6.81,1,26.5,1,1.71,0,110
5.68,0,9.51,2,7.71,1,21
2.88,2,21.95,0,1.86,0,200
6.8,1,26.5,1,1.63,0,110
9.78,1,21.96,0,1.18,2,102
12.14,1,20.61,0,2.23,0,100
5.84,0,19,0,1.32,0,0
3.45,2,13.67,2,2.3,0,220
5.06,2,14.81,2,1.39,0,220
6.06,0,11.54,2,2.46,0,20
6.2,0,21.12,0,1.14,2,2
5.66,0,18.03,0,0.31,2,2
0.73,2,21.69,0,0.9,2,202
6.82,1,15.44,2,4.12,1,121
6.36,1,20.41,0,7.05,1,101
6.81,1,26.5,1,1.64,0,110
8.54,1,21.63,0,1.16,2,102
11.69,1,20.88,0,2.14,0,100
5.47,2,21.05,0,2.12,0,200
6.77,1,26.5,1,2.01,0,110
9.95,1,18.91,0,7.88,1,101
5.96,0,46.71,1,1.85,0,10
6.84,1,27,1,1.62,0,110
5.71,0,20,0,1.54,0,0
6.74,1,27,1,2.04,0,110
0.82,2,66.75,1,4.78,1,211
0.15,2,19.81,0,2.01,0,200
12.42,1,5.81,2,0.52,2,122
0.84,2,8.59,2,1.43,0,220
7.68,1,8.7,2,1.34,0,120
5.82,0,19.77,0,0.65,2,2
7.86,1,15.64,2,2.45,0,120
6.81,1,26.5,1,1.71,0,110
2.98,2,28.32,1,9.74,1,211
6.79,1,27,1,2.04,0,110
3.69,2,61.94,1,0.31,2,212
6.05,0,5.07,2,0.79,2,22
6.83,1,26.5,1,1.64,0,110
6,0,21.18,0,6.47,1,1
6.83,1,27,1,1.63,0,110
4.76,2,41.72,1,7.76,1,211
4.04,2,8.15,2,8.52,1,221
3.81,2,19.31,0,0.79,2,202
3.29,2,21.68,0,9.35,1,201
6.11,0,43.13,1,0.41,2,12
5.65,0,15.16,2,0.92,2,22
11.95,1,18.1,0,2.35,0,100
5.93,0,5.36,2,5.29,1,21
5.52,0,18.13,0,4.94,1,1
7.05,1,19.24,0,1.42,0,100
5.27,2,27.85,1,1.42,0,210
2.56,2,4.15,2,0.63,2,222
6.32,1,3.76,2,1.03,2,122
6.79,1,27,1,1.7,0,110
6.75,1,27,1,1.87,0,110
5.81,0,14.75,2,1.24,0,20
6.83,1,26.5,1,1.64,0,110
5.76,0,19.03,0,0.58,2,2
6.67,1,7.21,2,6.31,1,121
5.6,0,20.61,0,4.6,1,1
6.16,0,20,0,2.22,0,0
5.74,0,2.31,2,0.86,2,22
6.76,1,26.5,1,1.98,0,110
9.06,1,14.88,2,2.06,0,120
10.38,1,19.48,0,0.23,2,102
9.71,1,77.62,1,8.43,1,111
7.89,1,12.42,2,6.51,1,121
0.15,2,16.13,2,1.95,0,220
5.54,0,70.17,1,1.66,0,10
5.95,0,46.96,1,3.68,1,11
5.64,0,82.31,1,0.18,2,12
6.8,1,26.5,1,1.64,0,110
9.91,1,15.82,2,0.64,2,122
11.45,1,20.72,0,1.62,0,100
10.63,1,15.97,2,0.92,2,122
6.77,1,26,1,1.64,0,110
10.23,1,36.96,1,7.04,1,111
7.09,1,18.99,0,1.41,0,100
6.82,1,26.5,1,1.63,0,110
4.83,2,20.95,0,3.37,1,201
5.63,0,0.8,2,2.13,0,20
10.48,1,4.68,2,9.16,1,121
4.41,2,69.28,1,3.92,1,211
6.83,1,26.5,1,1.63,0,110
3.9,2,16.9,2,2.21,0,220
6.78,1,26.5,1,1.73,0,110
5.8,0,19.69,0,6.9,1,1
12.25,1,18.54,0,0.31,2,102
13.17,1,87.21,1,3.72,1,111
12.69,1,15.76,2,5.44,1,121
6.48,1,89.1,1,4.38,1,111
4.7,2,46.67,1,7.5,1,211
2.12,2,21.19,0,0.85,2,202
5.82,0,18,0,2.04,0,0
6.85,1,26.5,1,1.63,0,110
4.81,2,7.02,2,2.12,0,220
7.88,1,16.26,2,1,2,122
3.63,2,21.95,0,9.64,1,201
6.84,1,26.5,1,1.63,0,110
4.7,2,3.95,2,5.03,1,221
6.76,1,26.5,1,1.62,0,110
6.74,1,19.2,0,1.25,0,100
6.72,1,27,1,1.99,0,110
3.95,2,73.54,1,1.09,2,212
1.24,2,26.5,1,1.7,0,210
5.64,0,12.92,2,0.66,2,22
5.91,0,21.23,0,0.16,2,2
9.62,1,35.78,1,0.29,2,112
6.88,1,19.23,0,0.97,2,102
6.75,1,26.5,1,2.03,0,110
2.85,2,20.54,0,5.85,1,201
9.51,1,2.67,2,4.65,1,121
12.7,1,38.58,1,0.17,2,112
6.77,1,26,1,1.64,0,110
7.77,1,22.65,1,4.94,1,111
0.41,2,96.11,1,6.51,1,211
5.84,0,6.62,2,1.19,2,22
2.09,2,72.59,1,1.07,2,212
7.11,1,51.51,1,0.24,2,112
13.38,1,6.62,2,0.07,2,122
5.75,0,73.85,1,4.97,1,11
6.8,1,27,1,1.7,0,110
6.67,1,86.36,1,4.71,1,111
6.77,1,26,1,1.64,0,110
5.88,0,18,0,1.36,0,0
0.41,2,18.44,0,0.95,2,202
5.51,0,28.87,1,6.43,1,11
1.63,2,20.68,0,0.39,2,202
6.82,1,26.5,1,1.71,0,110
5.8,0,4.46,2,2.06,0,20
3.08,2,1.59,2,2.42,0,220
5.67,0,75.26,1,7.75,1,11
8.95,1,7.76,2,9.94,1,121
13.35,1,73.66,1,7.62,1,111
0.43,2,13.05,2,0.12,2,222
10.1,1,10.24,2,2.05,0,120
6.12,0,12.86,2,0.91,2,22
3.29,2,4.54,2,0.17,2,222
5.83,0,12.22,2,3.33,1,21
6.35,1,11.7,2,1.2,0,120
9.12,1,19.71,0,8.65,1,101
6.18,0,15.99,2,6.93,1,21
4.24,2,7.13,2,10,1,221
6.8,1,26.5,1,1.63,0,110
6.78,1,27,1,1.89,0,110
6.75,1,27,1,1.86,0,110
4.74,2,21.55,0,2.35,0,200
2.25,2,34.09,1,0.96,2,212
12.95,1,20.48,0,9.25,1,101
5.74,0,8.42,2,2.64,1,21
8.02,1,70.41,1,0.16,2,112
13.66,1,19.69,0,0.89,2,102
6.02,0,18,0,2.23,0,0
6.76,1,26.5,1,1.64,0,110
6.8,1,27,1,1.9,0,110
5.94,0,1.74,2,3.65,1,21
6.87,1,52.77,1,7.35,1,111
6.38,1,20.79,0,1.72,0,100
6.84,1,27,1,1.62,0,110
6.81,1,27,1,1.91,0,110
13.62,1,5.84,2,3.98,1,121
11.35,1,0.38,2,1.47,0,120
13.48,1,12.03,2,3.94,1,121
4.43,2,16.03,2,0.57,2,222
5.55,0,18.41,0,5.02,1,1
10.62,1,21.11,0,1.15,2,102
8.72,1,68.05,1,7.07,1,111
1.48,2,33.07,1,6,1,211
5.91,0,54.46,1,0.13,2,12
6.83,1,26.5,1,1.64,0,110
4.77,2,30.28,1,1.62,0,210
2.28,2,16.57,2,6.04,1,221
2.81,2,20.57,0,2.13,0,200
0.99,2,16,2,1.74,0,220
6.76,1,26.5,1,1.63,0,110
6.79,1,26.5,1,1.64,0,110
7.84,1,5.05,2,8.66,1,121
10.7,1,21.35,0,2.59,1,101
0.7,2,21.33,0,0.39,2,202
6.76,1,26.5,1,1.98,0,110
6.73,1,3.68,2,1.91,0,120
6.08,0,18,0,1.78,0,0
5.1,2,19.49,0,1.69,0,200
6.81,1,27,1,1.85,0,110
6.83,1,26.5,1,1.63,0,110
8.61,1,1.76,2,8.41,1,121
5.95,0,20,0,2.44,0,0
6.82,1,26.5,1,1.64,0,110
9.12,1,5.99,2,0.7,2,122
4.31,2,14.41,2,5.5,1,221
0.99,2,14.19,2,2.16,0,220
12.91,1,10.41,2,1.74,0,120
5.23,2,6.63,2,0.24,2,222
6.77,1,26.5,1,1.71,0,110
5.89,0,38.55,1,6.4,1,11
6.65,1,23.79,1,1.17,2,112
4.47,2,7.89,2,1,2,222
5.94,0,58.72,1,2.11,0,10
9.01,1,2.48,2,1.25,0,120
1,2,83.43,1,3.73,1,211
6.74,1,27,1,1.87,0,110
6.05,0,19,0,1.46,0,0
6.17,0,1.09,2,2.49,0,20
6.77,1,26.5,1,1.64,0,110
2.73,2,30.44,1,1.34,0,210
5.68,0,19,0,1.94,0,0
6.79,1,26.5,1,1.63,0,110
5.72,0,13.32,2,1.03,2,22
6.74,1,21.48,0,1.03,2,102
6.78,1,26.5,1,1.71,0,110
6.02,0,21.4,0,1.1,2,2
6.08,0,20.58,0,0.73,2,2
8.38,1,99.23,1,0.7,2,112
5.95,0,0.88,2,0.01,2,22
6.83,1,26.5,1,1.63,0,110
6.14,0,63.03,1,2.79,1,11
6.79,1,26.5,1,1.63,0,110
6.81,1,27,1,1.62,0,110
6.8,1,26.5,1,1.71,0,110
6.72,1,54.72,1,2.68,1,111
7.49,1,19.77,0,6.63,1,101
7.13,1,38.93,1,6.58,1,111
4.43,2,20.3,0,2.33,0,200
11.93,1,15.31,2,0.38,2,122
6.18,0,9.8,2,1.59,0,20
3.49,2,85.28,1,2.37,0,210
3.23,2,21.86,0,2.21,0,200
10.62,1,8.65,2,0.82,2,122
6.8,1,26,1,1.64,0,110
7.67,1,9.95,2,1.18,2,122
0.43,2,19.86,0,0.13,2,202
6.02,0,0.85,2,1.42,0,20
5.61,0,84.97,1,2.52,1,11
3.09,2,55.81,1,0.47,2,212
9.24,1,18.83,0,0.67,2,102
6.79,1,26.5,1,1.71,0,110
0.08,2,14.01,2,2.23,0,220
5.52,0,71.9,1,2.27,0,10
6.71,1,27,1,1.99,0,110
5.79,0,18.16,0,0.38,2,2
5.96,0,18.28,0,0.12,2,2
5.85,0,16.62,2,2.39,0,20
13.38,1,4.07,2,2.1,0,120
6.81,1,26.5,1,1.64,0,110
0.71,2,10.55,2,0.58,2,222
6.78,1,26,1,1.64,0,110
6.76,1,26.5,1,1.62,0,110
5.62,0,21.61,0,0.97,2,2
10.72,1,68.61,1,9.73,1,111
6.7,1,27,1,1.75,0,110
5.94,0,37.9,1,7.92,1,11
6.74,1,27,1,1.96,0,110
6.8,1,26.5,1,1.64,0,110
4.11,2,98.86,1,1.9,0,210
13.68,1,47.93,1,0.33,2,112
5.97,0,2.88,2,9.66,1,21
5.67,0,18.77,0,0.08,2,2
5.6,0,19,0,1.47,0,0
6.27,1,18.02,0,3.28,1,101
6.79,1,26.5,1,1.64,0,110
5.59,0,67.1,1,6.95,1,11
5.79,0,61.88,1,2.33,0,10
5.73,0,66.71,1,1.17,2,12
12.89,1,77.78,1,5.92,1,111
6.76,1,27,1,1.7,0,110
6.9,1,16.88,2,3.66,1,121
6.4,1,32.29,1,0.1,2,112
4.58,2,10.13,2,1.54,0,220
5.85,0,26.87,1,3.69,1,11
4.66,2,18.24,0,0.05,2,202
8.59,1,49.66,1,0.9,2,112
6.53,1,15.1,2,1.46,0,120
3.21,2,19.85,0,0.43,2,202
5.78,0,6.62,2,1.13,2,22
5.71,0,57.89,1,9.85,1,11
1.37,2,21.23,0,2.04,0,200
6.69,1,27,1,2,0,110
5.05,2,72.52,1,2.05,0,210
7.29,1,3.99,2,0.07,2,122
3.86,2,9.79,2,4.72,1,221
5.42,2,18.56,0,0.56,2,202
6.81,1,26.5,1,1.63,0,110
5.61,0,21.59,0,3.96,1,1
5.53,0,93.7,1,2.58,1,11
5.59,0,93.73,1,1.24,0,10
6.76,1,26.5,1,1.73,0,110
9.94,1,21.64,0,1.22,0,100
13.63,1,81.65,1,0.12,2,112
6.02,0,3.56,2,8.67,1,21
6.78,1,26,1,1.64,0,110
0.75,2,60.78,1,5.64,1,211
5.77,0,96.78,1,2.41,0,10
11.69,1,14.02,2,7.83,1,121
6.85,1,26.5,1,1.63,0,110
11.68,1,25.2,1,2.71,1,111
6.82,1,26.5,1,1.71,0,110
6.79,1,27,1,2.04,0,110
2.23,2,10.81,2,4.53,1,221
1.57,2,12.99,2,2.46,0,220
5.68,0,38.35,1,4.65,1,11
6.78,1,26,1,1.64,0,110
6.05,0,21.13,0,3.48,1,1
6.85,1,27,1,1.63,0,110
5.8,0,18,0,1.27,0,0
7.9,1,10.06,2,2.49,0,120
6.75,1,26.5,1,1.64,0,110
4.94,2,19.87,0,2.27,0,200
5.86,0,48.3,1,2.38,0,10
0.3,2,21.03,0,1.14,2,202
8.4,1,21.96,0,1.11,2,102
5.73,0,8.56,2,1.32,0,20
6.8,1,26.5,1,1.63,0,110
7.91,1,4.36,2,0.29,2,122
10.98,1,66.22,1,6.71,1,111
2.74,2,2.16,2,0.29,2,222
6.76,1,26.5,1,1.64,0,110
8.73,1,37.11,1,8.79,1,111
6.79,1,27,1,1.63,0,110
5.02,2,9.85,2,1.24,0,220
4.25,2,19.27,0,4.47,1,201
9.6,1,58.3,1,5.55,1,111
0.81,2,13.73,2,2.01,0,220
7.33,1,19.61,0,2.25,0,100
5.85,0,21.64,0,0.59,2,2
5.75,0,18.16,0,0.63,2,2
1.64,2,20.36,0,2.48,0,200
9.92,1,20.58,0,9.7,1,101
4.56,2,96.53,1,1.82,0,210
3.8,2,15.3,2,3.85,1,221
10.47,1,22.71,1,7.9,1,111
5.74,0,3.61,2,3.64,1,21
1.24,2,14.43,2,0.01,2,222
6.79,1,26.5,1,1.63,0,110
6.84,1,27,1,1.62,0,110
6.69,1,27,1,1.99,0,110
8.74,1,29.24,1,8.02,1,111
6.95,1,1.31,2,9.8,1,121
3,2,3.5,2,2.02,0,220
2.63,2,31.87,1,9.8,1,211
12.3,1,21.35,0,1.15,2,102
6.83,1,26.5,1,1.64,0,110
5.84,0,12.68,2,0.16,2,22
5.84,0,20,0,2.33,0,0
5.87,0,38.13,1,0.04,2,12
11.91,1,16.81,2,0.7,2,122
8.19,1,2.76,2,1.46,0,120
6.27,1,16.31,2,6.92,1,121
6.78,1,26,1,1.64,0,110
4.58,2,19.03,0,2.21,0,200
11.38,1,20.35,0,0.62,2,102
12.02,1,93.65,1,0.01,2,112
5.73,0,18,0,1.73,0,0
5.8,0,93.85,1,5.29,1,11
6.79,1,26.5,1,1.62,0,110
11.48,1,4.42,2,9.65,1,121
6.78,1,27,1,1.9,0,110
5.81,0,11.12,2,2.36,0,20
6.81,1,26.5,1,1.71,0,110
6.14,0,84.59,1,0.63,2,12
6.79,1,26.5,1,1.64,0,110
3.48,2,21.48,0,2.34,0,200
6.11,0,47.36,1,2.35,0,10
6.86,1,26.5,1,1.63,0,110
